cat_query (9072600),intersection,norms1,norms2,bhattacharyya,MDPA,cosineSimilarity,hammingDistance,Time
airplane_1,0.8056027852667047,0.38879442946659043,0.19172015309112586,0.03140151052310188,1.5264261509917791,0.07817575038820733,239,8515800
airplane_2,0.8819268324558456,0.23614633508830885,0.11208227604779857,0.012612678263785551,0.8012871998805122,0.0762476845015632,239,9080700
airplane_3,0.7671967819722844,0.4656064360554314,0.2240015376335864,0.04241786845702703,1.7316076789645118,0.0797800795962864,239,7524300
airplane_4,0.810596904369617,0.37880619126076603,0.17989572121254277,0.028365897964516565,1.3582368146616413,0.07888977637248808,239,8508100
airplane_5,0.7108607463212846,0.5782785073574309,0.30333159394855025,0.06693412726332999,2.3351626288947944,0.08285152050706504,239,8530700
ball_1,0.8627049491969846,0.2745901016060308,0.08228048983538025,0.011248963047014532,0.28918157980989845,0.07269467671801595,239,8567600
ball_2,0.46116905932481156,1.0776618813503769,0.537072532295992,0.22147500611128476,3.7519120943952804,0.09566791587457665,239,7519600
ball_3,0.833294944841799,0.333410110316402,0.12509335074789282,0.01890657156316832,1.4000299026144583,0.07568689369755258,239,14157100
ball_4,0.8996811537200917,0.20063769255981645,0.0773060588517649,0.007375270524920395,0.520304228121927,0.07435340718889984,239,7471800
ball_5,0.6277268205217191,0.744546358956562,0.3887726465437413,0.10988229028874731,2.902916015963908,0.0871230159831878,239,8516000
car_1,0.8104012997319677,0.37919740053606454,0.12770928086612002,0.02458713939541525,1.014195004716769,0.07364768329265432,239,6004800
car_2,0.8929402692301933,0.21411946153961336,0.0707497427250819,0.0094388035416569,0.4986789302666843,0.07204342846732455,239,7037100
car_3,0.9077157360406092,0.1845685279187817,0.0659966307426102,0.008049552525603333,0.4987431681715404,0.07158918512196219,239,5970300
car_4,0.9114682628812721,0.17706347423745564,0.05792623187484492,0.00666233511039355,0.1994151954838874,0.06903616813660164,239,12568400
car_5,0.9214861566566341,0.15702768668673164,0.04499565319547188,0.004357190224463232,0.15791271730829715,0.07018175458824354,239,6003100
cat_1,0.9090355865185463,0.1819288269629072,0.05983034558704848,0.007584624974415188,0.6723618276532981,0.07303274712860104,239,7043600
cat_2,0.9598867166907815,0.08022656661843713,0.030817804585858158,0.0013803108785694603,0.2967913343876532,0.0730694531369756,239,8511600
cat_3,0.9283231018629249,0.14335379627415024,0.04369340279183389,0.004247644027880127,0.47225623853942433,0.07644523660828972,239,5998300
cat_4,0.9029483853032478,0.19410322939350416,0.0685826038012262,0.007017505897862325,0.32660156913620286,0.07120623741936814,239,6497200
cat_5,0.8870720419534578,0.2258559160930842,0.06709343386341067,0.01085097382897705,0.6017195018026874,0.07836797115699771,239,6501800
dolphin_1,0.9405296550814917,0.11894068983701653,0.03773739223843772,0.002879909727100691,0.1307207363095532,0.07111202051163737,239,6001100
dolphin_2,0.8055077433628319,0.38898451327433625,0.12202882111080905,0.024481646210926536,0.9817162610619466,0.08015015117994102,239,4999300
dolphin_3,0.6885934633616578,0.6228130732766844,0.32560680292406674,0.07616872263827096,2.675931331542875,0.08596200095882438,239,6003400
dolphin_4,0.7941002949852507,0.4117994100294985,0.16785364457918522,0.03222503224417131,0.9574682127962565,0.08048555144441057,239,6559500
dolphin_5,0.815706508665983,0.368586982668034,0.1892201424274686,0.030180751881204483,1.479063453479686,0.07833432379167882,239,8010800
face_1,0.9422877765066903,0.11542444698661952,0.03535038644724946,0.0020766255970764763,0.2025768486180626,0.07157536337976388,239,9610700
face_2,0.9186362824273987,0.16272743514520244,0.04784402460229041,0.004045105814106249,0.5867202761426321,0.07345056838329662,239,7585800
face_3,0.8766375421386411,0.2467249157227178,0.08332635309227138,0.010446758611902227,0.991966580804818,0.0747043445071841,239,7560500
face_4,0.9173156724783735,0.165368655043253,0.051950662333102304,0.004084854097215504,0.6184625977613477,0.07323654588686786,239,8113500
face_5,0.9447731963218688,0.11045360735626221,0.04019598475281134,0.0031696043985299507,0.1929342388191945,0.07128814404212637,239,8603200
lotus_1,0.8771190632608108,0.24576187347837847,0.07342688256332365,0.009537987262563014,0.3184836598781414,0.06958465196463613,239,6998800
lotus_2,0.8222617542592258,0.35547649148154836,0.1529522419177042,0.022943516513699212,1.4624998494973207,0.07757011919812175,239,6034000
lotus_3,0.4733757676870255,1.0532484646259492,0.5463485388826979,0.18932815157106783,4.420789690023695,0.09502860833051247,239,7583700
lotus_4,0.9258806073640541,0.14823878527189177,0.048377769386458117,0.003742533708233417,0.21205038254063394,0.0715445893907164,239,8545500
lotus_5,0.8235429333975479,0.35291413320490433,0.12456384861257601,0.024189964111706326,1.6863547247807678,0.07904840233045038,239,9575800
pickles_1,0.2498693356680606,1.5002613286638788,0.7801248086338777,0.49295291179378564,6.180142033356348,0.1027491573750428,239,962178800
pickles_2,0.23523222123893806,1.5295355575221241,0.7953449899902473,0.5318603751660819,6.28007884439528,0.10326157371558506,239,1341578400
pickles_3,0.3157041057904556,1.368591788419089,0.7141951581275715,0.4069930470167528,5.717437428268967,0.09966198792674749,239,826395300
pickles_4,0.3022179239130584,1.395564152173883,0.7275030600305368,0.4192810591865563,5.855549526386972,0.10015685231522034,239,994063000
pickles_5,0.29061141609450725,1.4187771678109855,0.7387589221789903,0.4303582272033408,5.8959854511929475,0.10100031943192546,239,565003300
